,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
30123,Alles ausgeräumt!,FDP,Ulrich Heinrich,SPD,Dr. Sigrid Skarpelis-Sperk,1994-04-22,18986,"echenden Kontrollinstanzen überlastet werden dürfe.  Ich freue mich, daß unsere Kollegin von der FDP  angesichts des vorliegenden Koalitionsantrags noch  Gelegenheit haben wird, uns über diesen Widerspruch zwischen der Haltung der Koalitionsfraktionen  und der Ministererklärung Auskunft zu geben.  (",0
446125,Genau! Einfach!,CDU/CSU,Tino Sorge,AfD,Martin Sichert,2023-11-17,198454," dafür gesorgt, dass die Firma BioNTech auf Kosten der Steuerzahler auf einen Schlag über 10 Milliarden Euro Gewinn gemacht hat. Und jetzt fällt Ihnen die naheliegendste Lösung für die Knappheit lebenswichtiger Medikamente nicht ein, nämlich diese Medikamente einfach auf dem Weltmarkt einzukaufen? (",2
215544,Also doch der Lorbeerkranz!,SPD,Florian Pronold,CDU/CSU,Marlene Mortler,2010-04-21,98331,"b allemal. Sehr geehrter Herr Verkehrsminister, von mir persönlich, aber auch vom Tourismusausschuss des Deutschen Bundestages ein großes Dankeschön. Ich möchte auf eine TED-Umfrage von n-tv eingehen. Die Frage lautete: Hat der Bundesverkehrsminister beim Krisenmanagement eine gute Figur gemacht?  (",0
358005,Mit Hetze kennen Sie sich ja aus!,SPD,Timon Gremmels,AfD,Steffen Kotré,2019-11-07,161819,"ie USA sich in die inneren Angelegenheiten Deutschlands und Europas einmischt. Es ist schon ein kleines Schurkenstück, was die USA hier abliefern, nämlich exterritoriale Gesetzgebung im Kolonialstil, andere Nationen gegen Nord Stream 2 aufzuhetzen und fremde Unternehmen mit Sanktionen zu bedrohen. (",1
40078,Sie müssen  sich aber an die Geschäftsordnung halten!,GRÜNE,Christa Nickels,CDU/CSU,Joachim Hörster,1995-10-13,25771,"tnis auch.  (Dr. Cornelie Sonntag-Wolgast [SPD]: Und  zwar ein bißchen engagierter als Sie!)  Es dient dem Sachverhalt überhaupt nicht, hier mit  wechselseitigen Unterstellungen in dieser schwierigen Materie das Klima zwischen den Fraktionen in  diesem Haus zu vergiften.  (Beifall bei der CDU/CSU - ",0
440742,Wer sind denn die linken Kreise?,AfD,Stephan Brandner,CDU/CSU,Detlef Seif,2023-10-12,196800," anzuordnen. Ein Gericht, das auch nur den Hauch einer Wahrscheinlichkeit spürt, dass hier ein falscher Bescheid vorliegt, wird dem Anspruch auch entsprechen. Meine Damen und Herren, besonders in linken Kreisen – das haben wir wieder gehört –, aber auch bei den Grünen, wird immer wieder behauptet, (",0
410628,"Und nicht die FDP, genau! Gott sei Dank sind Sie das nächste Mal nicht mehr dabei!",AfD,Enrico Komning,FDP,Carl-Julius Cronenberg,2022-11-09,187197,"s der Mittelstand braucht, ist die Zuversicht, dass sich Investitionen und Leistung auch morgen lohnen. Dafür brauchen wir entschlossenes Handeln, dafür brauchen wir Mutmacher, dafür brauchen wir genau die Regierung, die wir haben. (Beifall bei der FDP und dem GRÜNE sowie bei Abgeordneten der SPD – ",0
229488,In welchem Jahr denn?,GRÜNE,Philip Winkler,CDU/CSU,Albert Rupprecht,2011-01-20,103436,"erne darüber reden, ob Dezember, Januar, Februar oder März der richtige Zeitpunkt dafür ist; aber das ist nicht die entscheidende Debatte. Entscheidend ist, dass wir darüber in dieser Legislaturperiode beschließen. Das ist ein hochkomplexes Thema und muss mit hoher Qualität umgesetzt werden. (Josef ",0
228431,Das will die SPD also!,FDP,Florian Bernschneider,SPD,Gerold Reichenbach,2010-12-16,103078,"das freiwillige Engagement der Bürger breit fördern will, warum erweitert man dann nicht einfach die bestehenden Strukturen imFreiwilligen Sozialen Jahr und im Freiwilligen Ökologischen Jahr und baut sie aus? Das hätten wir für eine sinnvolle Strategie gehalten. (Beifall bei der SPD und dem GRÜNE – ",0
346974,Das sagen Sie mal Herrn Söder!,SPD,Michael Schrodi,CDU/CSU,Andreas Jung,2019-03-21,156815,"etern durch die Reform der Grundsteuer keine zusätzlichen Lasten entstehen. Wir halten es für ganz falsch, beide gegeneinander auszuspielen. Wer Wohnungen belastet, belastet Wohnen. Das werden wir nicht mitmachen. Das ist unsere Richtschnur in dieser Debatte. (Beifall bei Abgeordneten der CDU/CSU – ",0
400891,Strom brauchen wir auch!,AfD,Petr Bystron,GRÜNE,Dr. Robert Habeck,2022-06-23,184139,"g. Petr Bystron [AfD]) Natürlich sind das schmerzhafte Entscheidungen. (Stephan Brandner [AfD]: Ja! Für Sie aber nicht! Für die Bürger draußen!) Da Sie immer wieder mit Atom kommen, will ich es noch einmal klarstellen. Wir brauchen Gas. Wir müssen heizen, und das tun wir nicht mit Atomkraftwerken. (",0
242554,Das tun wir auch!,DIE LINKE,Dr. Dagmar Enkelmann,GRÜNE,Wolfgang Wieland,2011-09-30,108796," die Forderung „Man muss doch endlich einmal alles aufarbeiten“ formuliert. Wenn Sie dieser Meinung sind, dann sollte Ihre Partei einmaldamit anfangen, und zwar bei den ganz grundsätzlichen Fragen, wie es zum Beispiel mit dem Mauerbau war, (Beifall beim GRÜNE, bei der CDU/CSU, der SPD und der FDP – ",0
37785,Das haben wir  doch alles schon vor fünf Wochen gehört!,SPD,von Larcher,CDU/CSU,Joachim Hörster,1995-06-21,24176,"cherere Finanzierungsgrundlage haben,  als dies derzeit der Fall ist.  (Beifall bei der CDU/CSU und der FDP)  Ich finde es leicht empörend, Herr Kollege Schulz,  daß ausgerechnet ein Kollege aus den neuen Bundesländern offenbar verhindern wi ll , daß die Einführung der Gewerbekapitalsteuer  (Detlev ",0
396175,"Ja, dann stimmen Sie doch zu! Stimmt doch zu!",CDU/CSU,Johannes Steiniger,DIE LINKE,Christian Görke,2022-04-27,182185,"bisschen mehr Tempo machen und eine verlässliche Finanzierung verabreden können. (Beifall bei der LINKEN) Sehr geehrter Herr Steiniger, wohl kaum jemand in diesem Hause hat irgendetwas dagegen, dass die Umsetzungsaufwände bei den Digitalisierungsvorhaben beziffert und transparent dargelegt werden. (",0
422724,Wer hat hier jetzt eigentlich diffamiert?,SPD,Sönke Rix,CDU/CSU,de Vries,2023-03-16,191004,"ftige Förderpolitik wahrlich nichts Gutes erwarten. Schauen wir uns einmal die aus Steuergeldern finanzierte Meldestelle für Antifeminismus an. In diesem Hetzportal können von der Meinungsfreiheit gedeckte, (Martin Gassner-Herz [FDP]: Wo steht das denn im Gesetz, das wir gerade beraten? Nirgends! – ",0
415868,Ich wette um Ihre Würstchenbude!,SPD,Dr. Matthias Miersch,CDU/CSU,Max Straubinger,2022-12-15,188756,", Herr Straubinger!) – Gerade Sie, Herr Miersch, waren einer, der beim Immissionsschutz in der Regel keine Zugeständnisse an die Bäuerinnen und Bauern gemacht hat. (Susanne Mittag [SPD]: Es war ein schlechtes Gesetz!) Darum wird es in dieser Koalition auch nicht gelingen. Das ist mir sehr bewusst. (",0
1226,Was sagt der Blüm  dazu?,SPD,Gerd Andres,SPD,Harald B. Schäfer,1991-05-14,1031,"chkeit. Den jüngsten Beleg dafür  liefert erneut Bundeswirtschaftsminister Möllemann:  nach dem Zickzackkurs zum Kernenergieausbau in  den neuen Bundesländern nun eine unnötige Kohlediskussion. Wir fragen uns: Wem eigentlich soll ein  solches Verhalten nützen, Herr Wirtschaftsminister  Möllemann?  (",0
1322,Wer  ist hier Opposition?,CDU/CSU,Heribert Scharrenbroich,SPD,Rudolf Dreßler,1991-06-04,1096,"Fälle vorbereitet? Ich frage, ob Sie ein Konzept in Ihren Schubladen haben, wie man dem begegnen könnte. Ich  fürchte, nein.  (Zuruf von der CDU/CSU: Hat denn die SPD  eines?)  — Sie fragen nach den SPD-Vorschlägen. Wer regiert  denn hier eigentlich? Sollen wir auch noch diese Aufgabe übernehmen?  (",0
301077,Aber nicht unserer Opposition!,GRÜNE,Anja Hajduk,SPD,Hubertus Heil,2015-11-26,135306,"legen einer Regierungsfraktion, nämlich nach Herrn Mattfeldt von der CDU/CSU-Bundestagsfraktion. Mit Verlaub, Herr Mattfeldt, Teile Ihrer Rede waren eher eine Oppositionsrede. (Dr. Dietmar Bartsch [DIE LINKE]: Das war doch Opposition! – Dr. Diether Dehm [DIE LINKE]: War doch eine Oppositionsrede! – ",0
387913,Was hat das mit dem Antrag zu tun?,GRÜNE,Steffi Lemke,SPD,Carsten Träger,2021-05-20,177567," geht, dass wir die ärmeren Bevölkerungsschichten damit in Bedrängnis bringen. Da sage ich Ihnen: Das sind nicht die Menschen, die einen großen ökologischen Fußabdruck hinterlassen. Sie heizen kleinere Wohnungen, sie fahren kleinere Autos, und sie sind übrigens auch nicht privat krankenversichert. (",0
20974,Gysi und  die Bibel! Den Teufel mit dem Beelzebub  austreiben!,CDU/CSU,Erwin Marschewski,DIE LINKE,Dr. Gregor Gysi,1993-05-26,12782,"CSU]: Ein Kom munist macht alles, selbst das! — Erwin  Marschewski [CDU/CSU]: Der Scheinheilige  geht zum Teufel! Das steht auch d rin!) Gott sagte zu Moses — Sie können das im 3. Buch  Moses, Kap. 19, nachlesen —:  Wenn ein Fremdling bei euch wohnt in eurem  Lande, den sollt ihr nicht bedrücken.  (",1
373359,Schwachsinn!,DIE LINKE,Gökay Akbulut,AfD,Dr. Bernd Baumann,2020-09-10,168860,"s ist kein Einzelfall, das ist Alltag in Deutschland, und den haben Sie zu verantworten, meine Damen und Herren. (Beifall bei der AfD) Allein seit der Grenzöffnung 2015 kamen rund 2 Millionen angebliche Flüchtlinge ins Land, davon über 1 Million ohne Papiere, ohne jedweden Pass. Das ist unfassbar. (",1
45590,Auf der  rechten Seite!,SPD,<unknown>,SPD,Rudolf Dreßler,1996-05-24,29555,"n gewichtet, dem drängt sich eine zweite Feststellung auf: Der gesellschaftliche Konsens über Rang  und Aufgabe unseres Sozialstaates ist zerbrochen.  Schlimmer noch: Einige Gruppen auch in diesem  Hause stellen den Sozialstaat zur Disposition.  (Beifall bei der SPD sowie bei Abgeordne ten der PDS -",1
425256,"Machen Sie doch mal eine intelligente Rede, Herr Mesarosch!",AfD,Stephan Brandner,SPD,Robin Mesarosch,2023-04-20,191825,"ft. Zweitens. Jeder behält die Kontrolle. Man darf immer laden, wenn man es möchte, ganz klar. Aber man darf eben auch von seinem intelligenten Messsystem profitieren, das einem Hinweise gibt, wann man Geld sparen kann. Ich habe jetzt erklärt, warum wir intelligente Netze und Stromzähler brauchen. (",1
210265,Die ist immer  noch ausgestreckt!,CDU/CSU,Paul Lehrieder,SPD,Katja Mast,2010-01-28,96813,"egelung zu machen und die Arbeit von Schülerinnen und Schülern  nicht anzurechnen. Auch der Kollege Lehrieder von der CSU hat im November in einer Bundestagsdebatte (Paul Lehrieder [CDU/CSU]: Es freut mich,  dass Sie zugehört haben!) seine ausgestreckte Hand für die Lösung des Problems  angeboten. (",0
61462,Pfeifen im  Keller!,SPD,Ingrid Matthäus-Maier,FDP,Otto Solms,1998-05-28,39722,"gt und begründet.  (Beifall bei der FDP und der CDU/CSU -  Joachim Hörster [CDU/CSU]: Sehr wahr!)  Aber ich sage Ihnen voraus: So wie er diesen Platz  hier auf der Bank des Bundesrates leer läßt, so wird  er diesen Platz hier, wo der Herr Bundeskanzler sitzt,  im Herbst ebenfalls nicht ausfüllen.  (",0
228412,Der Finanzminister hat sich doch davor gedrückt! Herr Schäuble!,SPD,Ute Kumpf,FDP,Florian Bernschneider,2010-12-16,103073,", dass ich es durchaus akzeptiere und die Erfolge sozialdemokratischer Engagementpolitik anerkenne. Ich glaube nur, dass es an dieser Stelle wenig bringt, sich in der Vergangenheit zu suhlen. Vielmehr sollten wir gemeinsam schauen, wo die Herausforderungen der Zukunft liegen. (Beifall bei der FDP – ",1
180648,Wollen Sie da heraus?,SPD,<unknown>,DIE LINKE,Michael Leutert,2007-09-12,82704,"ionen Euro gekostet. Wir haben auch keine vorzeigbaren Ergebnisse bei ISAF. Obwohl dieser Einsatz bisher 2,2 Milliarden Euro gekostet hat, hat sich die Lage in Afghanistan nicht stabilisiert: Jeden Tag sind massive Anschläge zu verzeich-nen, und die Menschenrechtssituation ist immer noch bedrohlich.",0
449720,"Nächstenliebe, Herr Seif!",GRÜNE,Filiz Polat,CDU/CSU,Detlef Seif,2023-12-15,199448,"in sichere Drittstaaten, wie das jetzt auch der Entwurf des CDU-Grundsatzprogramms vorsieht, wird die irreguläre Migration nach unten bringen. (Dr. Bernd Baumann [AfD]: Das hatten wir schon lange! – Norbert Kleinwächter [AfD]: Sie machen doch sowieso immer das Gegenteil von dem, was da drinsteht! – ",0
282951,Dann muss es ja gesessen haben!,DIE LINKE,Jörn Wunderlich,CDU/CSU,Marcus Weinberg,2014-06-24,126570,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Der Kollege Wunderlich telefoniert. Lieber geschätzter Kollege Wunderlich, ich komme noch einmal zu der Sache mit dem Kinderzuschlag zurück, auch wenn ich gefühlt der 27. Redner bin, der das korrigiert.  (",0
291635,Nein!,CDU/CSU,Volker Kauder,DIE LINKE,Annette Groth,2015-02-27,130686,"Ich werde mich bei der heutigen Abstimmung enthalten,  (Zurufe von der CDU/CSU: Oh!)  da ich deutlich machen möchte, dass ich die grundsätzlichen Forderungen – –  (Volker Kauder [CDU/CSU]: Na und? Das interessiert uns überhaupt nicht!)  – Können Sie einmal leise sein, Herr Kauder?  (",1
110700,Placebo,FDP,Dr. Heinrich L. Kolb,FDP,Dr. Irmgard Schwaetzer,2002-06-06,57893,"er SPD) – Das muss immer wieder gesagt werden, weil Sie immer wieder mit den gleichen Argumenten kommen. Sie verdrängen die Folgen der DDR-Misswirtschaft. (Zuruf von der SPD: Wer hat denn die Ostpolitik eingeleitet?) Die Menschen werden Sie fragen: Was haben Sie in den letzten vier Jahren bewirkt? (",1
152115,"Von der CDU! Nur die Schwarzen! Die anderen sind anders gestrickt, ausnahmsweise!",SPD,Dieter Rossmann,SPD,Andrea Wicklein,2005-02-24,70747,"Exzellenzinitiative. Andrea Wicklein(Beifall bei der SPD und dem GRÜNE) Das Gleiche trifft auch auf die Förderung des Kompetenzzentrums Bologna durch den Bund zu. Es ist Zeit, Farbe zu bekennen, sehr geehrte Damen und Herren von der Opposition. (Jörg Tauss [SPD]: Von der Union, nur die! – Dr. Ernst ",0
367520,Nach rechts sind Sie ein richtiges Bollwerk! Das muss man sagen!,DIE LINKE,Niema Movassat,CDU/CSU,Florian Hahn,2020-03-06,165371,"iema Movassat [DIE LINKE]: Oh mein Gott! Was für ein billiger Antikommunismus!) eine rote Kolonne, die dann Deutschland unter dem Motto „Verbieten, enteignen und erschießen“ in die Zukunft führen will. Meine Damen und Herren, die CSU war, ist und wird immer das Bollwerk gegen den Sozialismus sein. (",2
404735,Passiert doch schon!,CDU/CSU,Jens Spahn,DIE LINKE,Ralph Lenkert,2022-09-22,185498,"tik, damit Stadtwerke den Windstrom für Fernwärme nutzen können, statt dass die Windräder bei Starkstrom abgeschaltet werden. Das spart Gas für die Gaskraftwerke bei Flaute. Wir fordern ein Ende der Profitmaximierung von Energiekonzernen. Verstaatlichen wir diese Konzerne. (Beifall bei der LINKEN – ",0
160079,Aber nicht geheim!,FDP,van Essen,SPD,Dr. Dieter Wiefelspütz,2005-12-16,73145,"die Entscheidung über Auslandseinsätze der Bundeswehr in irgendeine unabhängige Kommission zu verlagern.  (Jörg van Essen [FDP]: Sie reden doch über  ein Phantom!) – Herr van Essen, ich bitte Sie! In Ihrem Antrag steht, dass diese Kommission verbindlich, mit Rechtsverbindlichkeit entscheidet. (Jörg ",0
368662,Ganz genau!,AfD,Martin Reichardt,CDU/CSU,Nadine Schön,2020-05-07,166336,"Wochen sind in Deutschland Kitas und Schulen geschlossen, von jetzt auf gleich, von hundert auf null. Und von null auf hundert wurden Eltern somit zu Lehrern, zu Lernbegleitern, zu Betreuern, (Lachen bei Abgeordneten der AfD) und das nicht statt Arbeit, sondern meistens zusätzlich zu ihrer Arbeit. (",2
192996,Ganz wichtig!,FDP,<unknown>,FDP,Elke Hoff,2008-06-26,88782," Journalisten, die ihre wichtige Aufgabe unter größter Lebensgefahr erfüllen –, dass es wichtig ist, unsere Solidarität zu bekunden, indem wir den Kontakt zu Journalistinnen und Journalisten pflegen, mit ihnen kommunizieren und ihnen behilflich sind, ihre Arbeit in Sicherheit verrichten zu können.  ",2
277001,"Guten Morgen, Frau Haßelmann!",CDU/CSU,Volker Kauder,GRÜNE,Britta Haßelmann,2013-12-19,123710,"Na ja, wenn Herr Kauder schon gespannt ist! – Guten Morgen zusammen!  (",0
219422,"Dann fangen Sie mal an, zum Thema zu reden!",GRÜNE,Renate Künast,CDU/CSU,Günter Lach,2010-06-18,99887,"srechts verstanden wird, sehe ich eine erhebliche Schieflage in unserer Gesellschaft. (Niema Movassat [DIE LINKE]: Sie haben  das Thema verfehlt!) Jeder Einzelne von uns ist gefordert, die Unversehrtheit eines jeden zu achten und damit für öffentliche Sicherheit zu sorgen und sie zu gewährleisten. (",0
255220,Das ist doch Quatsch!,GRÜNE,Manuel Sarrazin,CDU/CSU,Thomas Silberhorn,2012-05-11,113982,"il [Peine] [SPD]: Den schüren  Sie gerade! Den schüren Sie hier!) dass die politische Akzeptanz der europäischen Integration schwindet? Glauben Sie wirklich, dass man die Kluft zwischen politischen Eliten und der Bevölkerung dadurch überwinden kann, dass man eindimensional auf „Mehr Europa“ setzt? (",1
64968,Sehr wahr!,SPD,Ludwig Stiegler,SPD,von Renesse,1999-01-27,41548,"änden auch durch Notenwechsel völkerrechtlich zu binden, nicht nur eine Regierung, sondern auch ein Volk, ein Land – unser Land. Aber je stärker man damit die Möglichkeit des Gesetzgebers ausschließt, sich anders zu entscheiden, um so dringender ist die Ratifizierung in diesem Parlament notwendig. (",2
186649,Oder einen  vergleichbaren Arbeitsplatz!,DIE LINKE,Jörn Wunderlich,CDU/CSU,Dr. Eva Möllring,2008-01-24,85449,"r entscheidet und in der frühen Phase viel Zeit für sie aufbringt. Ich glaube allerdings nicht, dass wir die Betriebe grundsätzlich verpflichten können, den Arbeitsplatz drei Jahre lang freizuhalten oder die Person, die bis zur Rückkehr als Vertretung eingesetzt wird, einfach wieder auszutauschen. (",0
194786,"Können wir Sie beim Wort nehmen? Wenn es anders ausgeht, dann verzichten Sie?",CDU/CSU,Ingrid Fischbach,SPD,Caren Marks,2008-09-26,89576,"(Beifall bei der SPD – Markus Grübel [CDU/ CSU]: Mit 19 Prozent! Als kleinerer Koalitionspartner! – Krista Sager [GRÜNE]: Sind Sie dann immer noch mit denen in der Regierung?) – Ich denke, dann sind wir wieder mit Ihnen gemeinsam in der Regierung. Daran arbeiten wir. Das ist doch ein schönes Ziel. (",0
422910,Was hat das mit Insekten zu tun?,GRÜNE,<unknown>,AfD,Peter Felser,2023-03-16,191037,"ch nicht mehr. (Beifall bei der AfD) Wie kann es sein, liebe Kollegen, dass sich unsere sogenannten Eliten aus Brüssel und Davos mit Champagner und Rindersteaks vollstopfen, (Dr. Anne Monika Spallek [GRÜNE]: Wer soll das sein?) in Davos wochenlang vor dem Event die Escortagenturen ausgebucht waren, ",0
112383,"Dort, wo die Innenstädte entvölkert sind!",SPD,Brunhilde Irber,CDU/CSU,Ernst Hinsken,2002-06-27,58403,e eine Wiederbelebung dringend nötig. Insbesondere die abendliche Öffnung von Straßencafés und Außenterrassen könnte hierzu wesentlich beitragen. Eine größere Attraktivität der Innenstädte käme wiederum dem Tourismusstandort Bundesrepublik Deutschland zugute.  (Beifall bei der CDU/CSU und der FDP – ,0
