,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context
333317,Wie viel denn noch?,FDP,Dr. Marcel Klinge,SPD,Bernhard Daldrup,2018-06-29,150754,"besätze zu senken, weil wir die Basis der Gewerbesteuerzahler dann sozusagen deutlich verbreitern würden. (Dr. Marcel Klinge [FDP]: Das wollen wir nicht, danke!) Dann gäbe es sicherlich eine bessere Möglichkeit zur Diskussion. Ich würde mich freuen, wenn Sie diese Frage mit Ja beantworten könnten. ("
417610,"Niemand hat den Indern verboten, zu kommen! Die wollen nicht kommen! Wolkenkuckucksheim ist das hier!",AfD,Dr. Götz Frömming,SPD,Hubertus Heil,2023-01-20,189317," „Kinder statt Inder“, den sich Herr Rüttgers von der CDU vor 20 Jahren noch geleistet hat, um damit die Inländer gegen die Zugewanderten auszuspielen, kann sich Deutschland ökonomisch nicht leisten; das muss klar sein. (Beifall bei der SPD, dem GRÜNE und der FDP sowie bei Abgeordneten der LINKEN – "
427442,Das ist ja das Schlimme! Die anderthalb Jahre haben gereicht!,CDU/CSU,Dr. Klaus Wiener,FDP,Maximilian Mordhorst,2023-04-28,192482,"Rainer Kraft [AfD]) 1,5 Jahre Ampel oder 16 Jahre Union – was hat wirklich dafür gesorgt, (Sebastian Brehm [CDU/CSU]: 16 Jahre Union! – Daniel Föst [FDP]: Ampel!) dass die Wettbewerbsfähigkeit des deutschen Wirtschaftsstandortes in Gefahr ist? (Beifall bei der FDP sowie bei Abgeordneten des GRÜNE – "
77192,"Ja, zum Beispiel Handwerk für Frauen!",SPD,Ute Kumpf,CDU/CSU,Rainer Jork,2000-01-28,46536,"meinem zweiten Punkt, zur  Modernisierung der Berufsbildung. Es hat keinen  Sinn, zu fragen, ob Ausbildung im Betrieb und in unternehmerischer Verantwortung Zukunft hat, sondern allenfalls, wie wir diese Ausbildung in Zukunft gestalten.  Da gilt es auch unangenehme Themen anzugehen, Herr  Brase.   ("
192722,Haben Sie  meine Rede schon gelesen?,DIE LINKE,Jörn Wunderlich,CDU/CSU,Ingrid Fischbach,2008-06-26,88704,"mehr als verdoppelt; statt knapp 100 000 werden es bald 250 000 Kinder und Eltern sein. Es ist richtig und wichtig, dieses Signal zu setzen.  Natürlich wird Herr Wunderlich gleich wieder sagen, dass einmal davon die Rede war, 500 000 Kinder und Familien würden einen Anspruch auf Kindergeld haben;  ("
433360,Das stimmt nicht!,GRÜNE,Dr. Sandra Detzer,CDU/CSU,Julia Klöckner,2023-06-23,194425,den sozialen Markt geschehen lassen. Das war in der Vergangenheit sehr erfolgreich. Im Übrigen: Seit 1990 haben wir die CO2-Emissionen um 40 Prozent reduziert bei einer Verdopplung der Wirtschaftsleistung. (Beifall bei der CDU/CSU) Durch Ihre Energieentscheidungen steigt der CO2-Ausstoß gerade an. (
77098,Das stimmt so nicht!,SPD,Konrad Gilges,FDP,Dr. Heinrich L. Kolb,2000-01-27,46503,"DM, was ja durchaus noch einsichtig erscheint. Reichtum allerdings beginnt schon bei Einkommen von 80 000 bis 100 000  DM – wohlgemerkt: jeweils brutto. Da werden sich einige Menschen in der Bundesrepublik mit Recht schon  bange fragen, was da möglicherweise auf sie zukommt.  (Beifall bei der FDP – "
377630,Nach Ihrer Meinung dürfen die sich ja nicht mit der Kanzlerin treffen!,CDU/CSU,Michael Grosse-Brömer,DIE LINKE,Dr. André Hahn,2020-11-05,170984,"erter Fenster gar keine Möglichkeit zum Lüften der Räume gibt, sei hier nur am Rande erwähnt. Deshalb frage ich schon: Was haben Bund und Länder in den letzten Monaten eigentlich unternommen, um sich auf die ja nun wahrlich nicht überraschend kommende zweite Welle der Coronapandemie vorzubereiten? ("
279765,Das kann man so und so sehen!,DIE LINKE,Matthias W. Birkwald,SPD,Dr. Carola Reimann,2014-04-03,125263,"von der Opposition, wir brauchen hier keine Belehrungen. Wir haben bei unserer Rentenpolitik der letzten Jahre immer beides im Blick gehabt: die mit der demografischen Entwicklung verbundenen Herausforderungen der Zukunft genauso wie die Lebensleistungen und die Interessen der älteren Generation.  ("
60969,Oh Jesses!  Moralapostel!,CDU/CSU,Brigitte Baumeister,SPD,Uwe Hiksch,1998-05-07,39522,iterentwicklung beider Wettbewerbsordnungen zu einem  abgestimmten und verbesserten System des Schutzes  gegen Wettbewerbsbeschränkungen erreicht werden kann. - Mein Kollege Schwanhold hat natürlich  recht: Die jetzige Bundesregierung als Ganzes ist  nicht auf den Pfad der Tugend zurückzubringen.  (
305650,"Wer zwingt den Handel, das alles reinzunehmen ins Sortiment?",DIE LINKE,Dr. Kirsten Tackmann,CDU/CSU,Rita Stockhofe,2016-03-17,137302,"isch aus dem Ausland, wo das Töten weiter billigend in Kauf genommen wird, in den Regalen haben. (Beifall bei der CDU/CSU) Unser Ziel ist es, Kükentötungen zu vermeiden. Deswegen lehnen wir diesen Antrag ab. (Beifall bei der CDU/CSU – Britta Haßelmann [GRÜNE]: Seit acht Jahren arbeiten Sie daran! – "
412830,Die schafft alles!,AfD,<unknown>,GRÜNE,Deborah Düring,2022-11-23,187756," präventive Politik. Das ist Politik aus dem letzten Jahrzehnt, und ich bin froh, dass wir als Ampel das anders machen. (Beifall beim GRÜNE und bei der SPD sowie bei Abgeordneten der FDP) Wir machen eine feministische Entwicklungspolitik. (Dr. Wolfgang Stefinger [CDU/CSU]: Und die schafft es dann! –"
90751,Oder ahnungslos!,SPD,Monika Ganseforth,GRÜNE,Dr. Reinhard Loske,2001-02-15,51679,"DP Parlamentarischer Staatssekretär. Er tut jetzt so, als wenn er von Tuten und Blasen keine Ahnung hätte.  (Beifall beim GRÜNE – Zuruf vom GRÜNE: Unglaublich!) Herr Hirche, Sie wissen, dass ich Sie als Kollegen schätze. Aber das nenne ich absolut scheinheilig. (Beifall beim GRÜNE und bei der SPD – "
213785,So ist es!,SPD,Iris Gleicke,SPD,Waltraud Wolff,2010-03-18,97825,"n ein, dass da ein Aufwuchs ist; wir könnten uns mit einer Schmälerung einverstanden erklären. – Niemals ist das gekommen. Aber die Erneuerbare- Energien-Branche, darunter die Fotovoltaik- und die Solarenergiebranche, hat das, was ab Januar 2010 an Degression schon geplant war, sogar mitgetragen.  ("
1106,Kein Applaus bei der  SPD!,FDP,Josef Grünbeck,SPD,von Larcher,1991-05-14,925,"wie teuer uns die deutsche Einheit kommt.  Damit das klar ist — entgegen Ihren Diffamierungen  unserer Partei, wir wollten in Wahrheit die Deutsche  Einheit nicht —, sage ich hier: So teuer, wie uns die  deutsche Einheit kommt, so teuer ist sie uns auch.  (Zuruf von der FDP: Aber nicht so lieb!  —  "
26165,Dieser Regierung!,SPD,Rudolf Bindig,CDU/CSU,Dr. Christian Neuling,1993-11-24,15998,".  (Beifall bei der CDU/CSU und der FDP  sowie bei Abgeordneten der SPD)  Meine lieben Kolleginnen und Kollegen, wir beraten und verabschieden ja heute vermutlich zum letzten Mal in dieser Legislaturperiode den Einzelplan  des Bundesministeriums für wirtschaftliche Zusammenarbeit und Entwicklung.  ("
60766,Das hat der Waigel  gemacht!,SPD,Dr. Peter Struck,SPD,Rudolf Scharping,1998-05-06,39430,"  ihre Zukunft und zu der Bedeutung der Entscheidung über die gemeinsame europäische Währung  gesagt worden ist, wird im Hause - praktisch ungeteilt - mit Zustimmung begleitet. Das steht außer  Frage.  (Beifall bei der SPD)  Man muß aber aufpassen, die Debatte vom  23. April nicht zu wiederholen.  ("
81012,"Ihr müsst euch darüber klar werden, das ist richtig!",GRÜNE,Rezzo Schlauch,CDU/CSU,Friedrich Merz,2000-06-08,48172,"nn wäre es besser, die Krise findet in der Europäischen Union der Fünfzehn statt und wird gelöst, als dass sie in einer erweiterten Europäischen Union stattfindet und dann möglicherweise nicht mehr lösbar ist.  (Beifall bei der CDU/CSU) Es kommt darauf an, dass wir uns selbst darüber klar werden,  ("
198602,"Jetzt entschuldigt er sich dafür, dass er einmal etwas Gutes gemacht hat! Das ist nicht zu fassen!",SPD,Andrea Nahles,FDP,Dr. Heinrich L. Kolb,2009-01-22,91489,ewirkt. Dazu will ich Folgendes feststellen: Das Arbeitnehmer-Entsendegesetz von 1996 ist mit den heutigen Regelungen absolut nicht mehr vergleichbar. Die Regelung von 1996 war befristet. Sie ist erst1998 nach der Bundestagswahl durch Rot-Grün entfristet worden. (Beifall bei der SPD und dem GRÜNE – 
128317,Leider ist das nicht parteiübergreifend geschehen! Ich war zum Beispiel nicht eingeladen!,FDP,Ina Lenke,FDP,Ina Lenke,2003-10-15,62999,"struktur ist ja nach meinen Informationen in bestem Zustand. Es gab in dieser Woche ein Gespräch des Bundesministers mit drei Bürgermeistern aus der Region und Herrn Kollegen Stünker. Dabei ist schon dargestellt worden, dass die Nutzung dieser Kaserne in die weiteren Überlegungen einbezogen wird.  ("
100205,Ihr habt doch die Kostenkontrolle im Haushaltsausschuss verweigert!,GRÜNE,Franziska Eichstädt-Bohlig,FDP,Jürgen Koppelin,2001-11-08,54890,"pleite! Die Gesellschaften, die für uns bauen, und auch die Bundesbaugesellschaft wissen natürlich, dass der Bund nicht Pleite gehen kann und dass man alles machen kann, weil das schon irgendwie zurechtgebogen werden wird und weil zum Schluss diverse Kommissionen und Gremien alles abnicken werden. ("
123871,Genau!,SPD,Siegfried Scheffler,SPD,Hans-Günter Bruckmann,2003-05-08,61428,"eit von 130 km/h, und zwar im öffentlichen Personennahverkehr. Damit liegt er nur unwesentlich unter der eines Intercityexpress, der auf der Strecke von Essen nach Berlin als Nahverkehrsmittel im Schnitt rund 150 Kilometer pro Stunde erreicht. Das Gerede von der Bimmelbahn ist daher purer Unsinn.  ("
44250,Nimm den Schnabel  nicht zu voll!,SPD,<unknown>,CDU/CSU,Bartholomäus Kalb,1996-03-13,28572,"iben.  Es gehört ja schon zum Ritual in diesem Hause,  daß Sie zu jedem Haushalt ein Horrorszenario entwickeln und den Teufel an die Wand malen.  (Zuruf von der SPD: Zu Recht!)  Ich habe mir vorhin noch das Protokoll der  122. Sitzung des 12. Deutschen Bundestages vom  24. November 1992 angesehen.  "
51163,"Wie der  Staat, so sieht der Wald aus!",CDU/CSU,Siegfried Hornung,FDP,Ulrich Heinrich,1997-02-21,33863,"die  sich auf den Zustand des Waldes in der Zukunft auswirkt. Denn wer versorgt unsere Wälder? Wir wissen  doch, wie es in den neuen Bundesländern ausgesehen hat und noch heute aussieht. Der Eigentümer  Staat hatte kein Interesse an der Pflege des Waldes.  Entsprechend sehen die Wälder dort aus -  ("
41462,Das kann man nur  bedauern!,FDP,Ulrich Irmer,CDU/CSU,Willy Wimmer,1995-11-23,26579,"agen, Herr Kollege Weisskirchen: Sie an der Spitze haben für alle Redner aus den  Reihen der Opposition mit das übelste Beispiel gegeben.  (Dr. Helmut Haussmann [FDP]: Absolut!)  Ich sage das mit allem Nachdruck, weil ich das in  Anbetracht unserer sonstigen Zusammenarbeit nachdrücklich bedauere.  ("
351058,Jammerlappen! Das ist ja furchtbar!,CDU/CSU,de Vries,AfD,Dr. Christian Wirth,2019-05-16,158652,"Ecke zu rücken, (Christoph de Vries [CDU/CSU]: Was soll dieses Selbstmitleid!) nur weil wir im Zusammenhang mit der Zuwanderung auf die Gefahr von Parallelgesellschaften aufmerksam machen. (Stefan Müller [Erlangen] [CDU/CSU]: Sagen Sie doch mal was zum Thema! Immer dieses Selbstmitleid! – Christoph "
352920,Falsch!,AfD,Tino Chrupalla,GRÜNE,Dr. Irene Mihalic,2019-06-27,159567,"achten, die besonders auffällig sind. Das gilt vor allem für die organisierte Kriminalität. (Beifall beim GRÜNE sowie der Abg. Susanne Mittag [SPD]) Wenn wir uns das Bundeslagebild Organisierte Kriminalität anschauen, dann stellen wir fest, dass die größte Gruppe der Tatverdächtigen Deutsche sind. ("
346204,Das läuft doch!,SPD,Kirsten Lühmann,AfD,Marc Bernhard,2019-03-14,156396,"s gibt keine einzige klinische Studie, die einen Stickstoffdioxidgrenzwert unter 100 Mikrogramm rechtfertigen würde. Oder beweisen Sie uns doch einfach das Gegenteil, indem Sie endlich der von uns vor über einem Jahr beantragten erstmaligen wissenschaftlichen Überprüfung des Grenzwertes zustimmen. ("
152375,Versagen auf ganzer Linie!,CDU/CSU,Ernst Hinsken,CDU/CSU,Johannes Singhammer,2005-02-25,70848,1. Januar dieses Jahres fertig sein. Jetzt sollte es bis Ende Februar fertig sein. Es ist kein Ende in Sicht. Deshalb wird das vorrätige Geld nicht in die Hand genommen. Es passiert nichts. Sie kommen nicht voran und neue Arbeitsplätze werden nicht geschaffen. (Beifall bei der CDU/CSU und der FDP – 
409098,Ihre Ministerpräsidenten haben zugestimmt!,FDP,Jens Teutrine,CDU/CSU,Maximilian Mörseburg,2022-10-19,186787,"diese Themen diskutieren, zum Beispiel, dass ich nicht vertreten kann, dass wir alle Kriegsflüchtlinge, die herkommen, in Deutschland aufnehmen, auch nicht in Stuttgart. Dafür gab es immer Verständnis. Aber wofür es kein Verständnis gab, war Ihre Regelung in diesem Bereich, der Rechtskreiswechsel. ("
332503,Dummes Zeug! Lächerlicher Unsinn!,AfD,Jürgen Braun,DIE LINKE,Katja Kipping,2018-06-27,150387,"en Ländern gehört unser Dank. Das Problem jedoch war, dass ohne eine Genehmigung durch das Bundesinnenministerium keines dieser Länder auch nur einen Geflüchteten aus Malta zu sich holen durfte. Das heißt: Das Leben von 234 Menschen hing an einer Anweisung aus Ihrem Haus, die Sie verweigert haben. ("
298252,Das sagen sonst immer nur andere! Sie sonst nie!,CDU/CSU,Dr. Thomas Feist,DIE LINKE,Dr. Rosemarie Hein,2015-09-24,133941,"icht können Sie da noch etwas nachsteuern. Verehrter Herr Dr. Feist, die Berufsschulen zu verändern und ihre Qualität zu verbessern, das finden wir auch wichtig; da sind wir uns einig. Ich muss Ihnen nur sagen: Das ist dummerweise nicht Aufgabe des Bundes; vielmehr unterliegt das der Länderhoheit. ("
344663,"Und das völlig unabhängig davon, welcher Nationalität sie sind!",SPD,Ulli Nissen,AfD,Frank Magnitz,2019-02-14,155635,"setz keine Rede. (Dr. Wolfgang Strengmann-Kuhn [GRÜNE]: Das ist gelogen! Lügen Sie doch nicht!) Bitte befragen Sie Ihr Gewissen, und lassen Sie uns heute ohne Ansehen der Person allen Menschen in Deutschland ein Dach über dem Kopf und eine warme Mahlzeit sichern! Danke schön. (Beifall bei der AfD – "
290838,Jetzt unterstell doch Manuel Sarrazin nichts!,GRÜNE,Annalena Baerbock,DIE LINKE,Andrej Hunko,2015-02-05,130371,"mal in Griechenland, das eine Mal mit Ihnen zusammen, das andere Mal einige Mitglieder mit Herrn Krichbaum. Ich habe für die zweite Reise dem Ausschuss vorgeschlagen, dass wir uns dort das Gesundheitssystem anschauen, dass wir Krankenhäuser besuchen. Leider war niemand Ihrer Kollegen dazu bereit.  ("
80769,"Das fehlt noch, Fischer mit Hut!",GRÜNE,Rita Grießhaber,FDP,Dr. Guido Westerwelle,2000-05-19,48078,", weil ein Privatmann eine Rede hält, der zufällig noch Minister ist? Setzt man eigentlich als Minister mal einen Hut auf und setzt ihn dann wieder ab und wenn man ihn abgesetzt hat, darf man sagen, was man will, und wenn man ihn aufgesetzt hat, darf man nur sagen, was andere ihm vorgegeben haben? ("
207487,"Sie müssen doch nicht Ja sagen, wenn es falsch ist!",GRÜNE,Renate Künast,FDP,Gisela Piltz,2009-12-02,95937,"nd nicht ein Minister dieser Regierung. Sie haben zwei Jahre lang keinen Ton zu SWIFT gesagt. (Beifall bei der FDP und der CDU/CSU) Sie haben zwei Jahre lang den Mund gehalten. Sich jetzt hier so aufzublasen, ist eine Unverschämtheit für den Datenschutz; das muss hier einfach einmal gesagt werden. ("
164237,So ist das!,SPD,Iris Gleicke,CDU/CSU,Kurt J. Rossmanith,2006-03-31,74937,"verehrten Kolleginnen und Kollegen! Frau Kollegin Flach, wir haben dazu keine grundsätzlich unterschiedlichen Anschauungen. Aber Fakt ist, dass Sie das DLR natürlich nicht teilen können. Ganz wesentliche Teile im Deutschen Zentrum für Luft- und Raumfahrt betreiben anwendungsorientierte Forschung.  ("
266091,Sie widerspricht sich permanent!,FDP,Christine Aschenberg-Dugnus,GRÜNE,Birgitt Bender,2013-01-16,118485,"rabschieden. Die PKV als solche ist eine Fehlkonstruktion, nichts anderes. (Beifall beim GRÜNE sowie bei Abgeordneten der SPD und der LIN- KEN) Man sieht es doch: Obwohl sie weit weniger chronisch Kranke, Behinderte und Alte versichert, liegen ihre Ausgabensteigerungen deutlich über denen der GKV. ("
121503,Das ist diskriminierend!,GRÜNE,<unknown>,CDU/CSU,Andreas Scheuer,2003-03-18,60723,"sten und unflätigen Kommentaren. (Nicolette Kressl [SPD]: Und das beim Haushalt für das Ministerium für Familie, Senioren, Frauen und Jugend! – Wilhelm Schmidt [ Salzgitter] [SPD]: Das ist doch unglaublich! Das ist nicht nur bescheuert, das ist ungehörig! Unfassbar! Nehmen Sie das zurück! – Weiterer"
256285,"Die ist auch so ein  Problem, die Servicestelle!",SPD,Dr. Bärbel Kofler,FDP,Dr. Christiane Ratjen-Damerau,2012-06-13,114425,"nd die  Zusammenarbeit zwischen Staat, Wirtschaft und Nichtregierungsorganisationen ausgebaut. Die Türen in Richtung Mitte der Gesellschaft sind weit geöffnet. Ein bedeutender Schritt dafür ist die Servicestelle für  bürgerschaftliches und kommunales Engagement, die in  diesem Jahr eröffnet wurde. ("
302669,Sagen Sie noch was zum Datenschutz? Datenschutz ist auch Innovation!,GRÜNE,Kai Gehring,CDU/CSU,Tino Sorge,2015-12-18,136017," müssen wir anonymisierte Routinedaten, die sowieso erhoben werden und jetzt verfügbar sind, viel stärker nutzen. Wir müssen gerade im Sinne einer besseren Versorgung Forschungseinrichtungen und auch Kassenärztliche Vereinigungen Daten, die ohnehin schon den Krankenkassen vorliegen, nutzen lassen. ("
164255,Fangt doch mal an!,FDP,Martin Zeil,SPD,Bernhard Brinkmann,2006-03-31,74939,"el diskutiert worden. Ich will von dieser Stelle aus darauf hinweisen, dass wir den Menschen an dieser Ecke nicht zu viel Sand in die Augen streuen sollten: (Roland Claus [DIE LINKE]: Aber ein bisschen geht?) Politik kann lediglich die Rahmenbedingungen für die Schaffung von Arbeitsplätzen setzen. ("
360294,"Ja, in der Tat!",FDP,Dr. Stefan Ruppert,SPD,Falko Mohrs,2019-11-26,162559,"Sehr geehrte Frau Präsidentin! Meine Damen und Herren! Vielleicht noch mal ein paar Dinge zu meinen Vorrednerinnen und Vorrednern. Denn wenn man so manchem zuhört, bekommt man ja den Eindruck, als ob hier ein Haushalt vorgelegt worden wäre, der völlig rückwärtsgewandt ist. ("
46626,Sie  wollten sie nie!,CDU/CSU,Dietmar Kansy,GRÜNE,Dr. Helmut Lippelt,1996-06-27,30561,"nungen sollte 1997 abgeschlossen  sein. Jetzt wird es auf die Hälfte bis Mitte des Jahres  2000 heruntergeschraubt. Den durch die Expo bedingten Mietpreissteigerungen entgeht Hannover  also nicht.  Wir, GRÜNE, wollen die Expo in  Hannover wegen all ihrer geschilderten Konsequenzen nicht.  (Dr.-Ing. "
33529,Abbau!,SPD,<unknown>,FDP,Dr. Günter Rexrodt,1994-11-24,21161,Dr. Wolfgang Weng [Gerlingen] [FDP]:  Nichts!)  Sagen Sie das doch einmal! Von Herrn Schröder habe  ich das nicht gehört.  Wir setzen auf eine Dynamik bei Forschung und  Innovation. Gibt es dazu eine Alternative? Wir wollen die Kostenbelastung durch weniger  Steuern und den Umbau des Sozialsystems  
332206,Stimmen Sie gegen die CSU! Das wäre ja mal was Neues!,FDP,Benjamin Strasser,SPD,Dr. Eva Högl,2018-06-15,150193,"fen, und dass wir fähig sind, eine gute und konsequente Politik zu machen, die nicht an Schlagzeilen orientiert ist, sondern sich an der Sache orientiert, die nicht Streit provoziert, sondern Kompromisse ermöglicht, und zwar ruhig, sachlich und lösungsorientiert. (Beifall bei Abgeordneten der SPD – "
